1,1.0,1.0
11,2.925574801968158,3.3166247903554
21,4.125704897154619,4.58257569495584
31,4.982028819441095,5.5677643628300215
41,5.746255250679499,6.4031242374328485
51,6.217905617437469,7.14142842854285
61,6.654934974966075,7.810249675906654
71,7.426690764334451,8.426149773176359
81,8.039298919178417,9.0
91,8.413770302817426,9.539392014169456
101,8.992251433794666,10.04987562112089
111,9.569640783630868,10.535653752852738
121,9.631591969944278,11.0
131,10.06038279921579,11.445523142259598
141,10.511928432871786,11.874342087037917
151,11.069354728370172,12.288205727444508
161,11.0524398877199,12.68857754044952
171,11.781043403525185,13.076696830622021
181,11.939280701642318,13.45362404707371
191,12.196900308050663,13.820274961085254
201,12.715662904251138,14.177446878757825
211,12.827806574943015,14.52583904633395
221,13.386764087323929,14.866068747318506
231,13.62874699665026,15.198684153570664
241,13.801548350394633,15.524174696260024
251,14.101110881487982,15.84297951775486
261,14.288899388545262,16.15549442140351
271,14.200576906120823,16.46207763315433
281,14.80826221559375,16.76305461424021
291,15.176041367260801,17.05872210923198
301,15.429182553844784,17.349351572897472
311,16.26089771261997,17.635192088548397
321,16.4266804202603,17.916472867168917
331,15.967358695873704,18.193405398660254
341,16.65772728215603,18.466185312619388
351,16.366379256923143,18.734993995195193
361,16.418761436208282,19.0
371,17.190351223703505,19.261360284258224
381,17.513215639986047,19.519221295943137
391,17.186515940704034,19.77371993328519
401,17.864013969299624,20.024984394500787
411,18.147541974082923,20.273134932713294
421,18.11591852993732,20.518284528683193
431,18.555126624738737,20.760539492026695
441,18.455850857379374,21.0
451,18.654272550231962,21.236760581595302
461,18.47604600175095,21.470910553583888
471,19.229818278243343,21.702534414210707
481,19.87307403985551,21.93171219946131
491,19.2615163010187,22.15851980616034
501,20.25865510934246,22.38302928559939
511,20.123739416637978,22.60530911091463
521,20.208771185390425,22.825424421026653
531,19.73480674447616,23.043437243605826
541,20.348487601390225,23.259406699226016
551,20.439820318458167,23.473389188611005
561,20.097817919185676,23.68543856465402
571,21.248977347884196,23.895606290697042
581,21.478972222778445,24.1039415863879
591,21.806658635488578,24.310491562286437
601,21.907888423784037,24.515301344262525
611,21.458323976943866,24.71841418861655
621,22.850354971941893,24.919871588754223
631,22.69588952292707,25.11971337416094
641,22.193486526696436,25.317977802344327
651,23.111341223030553,25.514701644346147
661,22.88187226903698,25.709920264364882
671,23.067624827146506,25.903667693977237
681,23.384836570699054,26.095976701399778
691,23.633861590523356,26.28687885618983
701,23.34071530951579,26.476404589747453
711,23.288813884368068,26.664583251946766
721,23.19191753035161,26.851443164195103
731,24.131741840582386,27.03701166919155
741,24.429885122238467,27.2213151776324
751,23.38894365485567,27.40437921208944
761,25.00689472320867,27.586228448267445
771,24.845984481873373,27.76688675382964
781,24.85002894453738,27.94637722496424
791,24.793113844278672,28.124722220850465
801,25.44872824086991,28.30194339616981
811,25.520046596078632,28.478061731796284
821,25.36282057908369,28.653097563788805
831,25.910465404405333,28.827070610799147
841,25.698246748624882,29.0
851,25.81800227189868,29.171904291629644
861,26.06863522607657,29.34280150224242
871,25.609953676810242,29.512709126747414
881,24.995986844830203,29.68164415931166
891,26.606294139577606,29.8496231131986
901,26.51057254745179,30.01666203960727
911,26.977092107294897,30.18277654557314
921,26.943460796328647,30.347981810987037
931,27.00532515357598,30.512292604784715
941,27.174335143994888,30.675723300355934
951,26.783127865540898,30.83828789021855
961,27.50939269557873,31.0
971,27.732198988560327,31.160872901765767
981,27.504938245909408,31.32091952673165
991,27.484154333805286,31.480152477394387
